"PROBE_NAME","ACCNUM","SYMBOL","DESC","ACHROMOSOME","normal1","normal2","normal3","normal4","normal5","normal6","normal7","cancer1","cancer2","cancer3","cancer4","cancer5","cancer6","cancer7"
"40283_at","AI310198","CFD","complement factor D (adipsin)",19,10.8,60.1,276.3,57.1,130.6,113.8,69.1,18.8,27.1,14.2,22.8,36.3,24.6,41.8
"40284_at","AB028021","FOXA2","forkhead box A2",20,84,236,437.2,17.8,452.8,79.5,79.2,20,43.9,15.8,46.9,1000.4,26.9,11.2
"40285_at","U68140","NVL","nuclear VCP-like",1,362.8,33,102.8,31.2,47.5,62.9,44.9,432.2,250.6,190.5,307.5,53,274.8,1106.7
"40286_r_at","AL050370","KLHL35","kelch-like 35 (Drosophila)",11,829,1599.8,1423.1,1001.1,1577.9,896.5,1098.9,307.5,500.8,431.4,536,490,380.8,794.8
"40287_s_at","AA471042","KLHL35","kelch-like 35 (Drosophila)",11,17.9,37.4,110.8,29.6,60.4,50.2,36.4,9.5,10.8,6.3,10.5,18.2,10.2,53.2
"40288_r_at","AA471042","KLHL35","kelch-like 35 (Drosophila)",11,90.6,265.7,332.8,81.8,197.3,85.9,236.8,71.7,21.4,32,50.8,56.2,56.1,50.2
"40289_at","U78107","NAPG","N-ethylmaleimide-sensitive factor attachment protein, gamma",18,129.4,120.3,370.9,216.7,178.2,246.4,255.4,117.7,84.7,124.3,56.1,74.1,39.3,70.2
"40290_f_at","L13972","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1",8,7.8,82.4,70.6,20.9,64.3,27,91.3,4.8,10.7,3.7,9,110.1,17,14.2
"40291_r_at","L13972","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1",8,204.1,751.5,201.8,109.7,878.3,191.6,777.5,116.4,212.2,111.4,159.3,328.7,214,256.8
"40292_at","AF027734","DBC1","deleted in bladder cancer 1",9,239.9,20.2,271.9,315.8,271.9,114.7,292.6,163.7,144.9,6.3,6.7,57.8,10.9,413.9
"40293_at","Y10812","FBP2","fructose-1,6-bisphosphatase 2",9,24.9,159.1,168.3,37.6,501.8,104.2,43,11.7,24,100.3,55.2,18.9,11.7,25.4
"40294_at","U66676","ABCB9","ATP-binding cassette, sub-family B (MDR/TAP), member 9",12,876.2,996.7,959.9,1857.7,1148.6,1016,886.8,239.6,517.4,386,1760.1,409.5,712.6,690.6
"40295_at","AB009288","CPNE6","copine VI (neuronal)",14,1941.9,4889.4,3718.5,3341.4,5363.1,3564.9,4045.5,1426.6,1414.9,1355.1,2156.9,1263.3,1368.2,1894.4
"40296_at","AL023653","SASH3","SAM and SH3 domain containing 3","X",64.8,61.1,104.5,215.1,93.5,59.9,34.3,45.4,15.5,47.3,95.1,248.4,20.8,25.9
"40297_at","AC005053","STEAP1","six transmembrane epithelial antigen of the prostate 1",7,9406.2,2847.6,778.5,1333.4,1189.9,1099.6,1108.6,1327.5,4230.5,9030.5,11431.1,156.4,3195,8978.2
"40298_at","AB014603","ATP2C2","ATPase, Ca++ transporting, type 2C, member 2",16,119.1,327.2,1084.4,365.7,1143,468.4,304.8,61,95.7,92.8,103.8,525.6,147.6,185.4
"40299_at","AF091890","GPR161","G protein-coupled receptor 161",1,1603.1,6869.2,1868.4,3196.8,6635.5,5148.7,4448.8,1462.7,1517.5,1522.5,1726.9,1748.6,1256.5,1382.4
"402_s_at","X69819","ICAM3","intercellular adhesion molecule 3",19,164.3,63.6,45.4,69.2,101.4,47.5,101.5,14.2,23.4,102.5,116.5,321.8,21.2,103.5
"40300_g_at","AF091890","GPR161","G protein-coupled receptor 161",1,157,1223.3,665.2,1075.3,1642.4,1408.2,796.3,264.7,381.5,164.4,163.2,411.5,310,570.4
"40301_at","AI703188","GPR161","G protein-coupled receptor 161",1,29.8,50,146.6,155.7,193.2,111.2,262.8,99.6,54,28.8,16.6,29.3,11.9,24.5
"40302_at","AL031186","EMID1","EMI domain containing 1",22,322.1,1669.7,1451.2,1454.1,2170.3,1737.3,1193.3,1192.5,261.2,374.3,483.6,592.6,399.4,262.3
"40303_at","U85658","TFAP2C","transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)",20,149.2,398.4,95.9,61.3,293.8,114.6,51.5,35.7,136.7,96.9,7.2,266.5,92.2,71.3
"40304_at","M69225","DST","dystonin",6,4.4,36.4,42.1,165.9,76.3,41.5,60.7,11.4,8.7,9,50.3,16.9,6,10.2
"40305_r_at","AF022913","PIGK","phosphatidylinositol glycan anchor biosynthesis, class K",1,9.5,53.5,233.3,103.4,12.8,116.1,61.1,80.9,38.4,46.4,30.9,12.7,30.3,67.1
"40306_at","M95712","BRAF","v-raf murine sarcoma viral oncogene homolog B1",7,24.5,140.3,134.9,114.8,79.8,265.4,47,84.5,31.2,25.9,11.3,45.2,8.7,209
"40307_at","AF038204","ATAD2B","ATPase family, AAA domain containing 2B",2,47.4,222.7,81.2,22.5,245.3,283.5,43.2,19.7,110,75.8,8,9,56.4,113.3
"40308_at","AI830496","ATAD2B","ATPase family, AAA domain containing 2B",2,536.4,276.3,562.6,208.6,467.3,598.4,184.9,553.4,810.4,814.4,162.2,158.6,492.8,745.9
"40309_at","X66839","CA9","carbonic anhydrase IX",9,302.4,1018.8,1146.3,936.9,460,413.6,338.6,149.3,72.8,24.1,309.6,163.6,60,614.2
"40310_at","AF051152","TLR2","toll-like receptor 2",4,161.7,331.1,609.9,66.3,346.6,411.8,65.2,354.2,49.1,187.9,144.3,638.8,15.4,91.6
"40311_at","AF053356","TFR2","transferrin receptor 2",7,228.6,155.9,382.3,230.1,264.7,886,477.2,100,231.7,179.3,114.4,240.4,147.7,458.9
"40312_at","AJ005670","DACH1","dachshund homolog 1 (Drosophila)",13,19.9,160,341.7,48.3,74.9,325.9,203.2,26.3,16.4,40.1,23.2,72.4,11.9,35.1
"40313_at","L03427","BNC1","basonuclin 1",15,9.6,26.9,46.3,19.9,68.6,54.9,37.9,39,5.9,6,10.2,19.9,10.3,23
"40314_at","AJ002309","SYNGR3","synaptogyrin 3",16,35.2,472.4,518.3,459.2,963.6,360,380.2,36.5,503.7,399.7,330.6,200.6,37.2,491.1
"40315_at","AJ228139","SPINK5","serine peptidase inhibitor, Kazal type 5",5,22.3,80,710.7,100.8,103.8,120.5,52.8,26.6,18.2,22.9,20.6,152.7,10.5,27.9
"40316_at","K00470","GH2","growth hormone 2",17,56,135.6,455,49,77.4,207.8,37.5,40.2,29.7,33.4,23.9,37.6,22,88.5
"40317_at","U57352","ACCN1","amiloride-sensitive cation channel 1, neuronal",17,475.7,2495.1,1363.9,1513.3,4097.4,2619.8,2254.4,517.2,895.5,483.7,781.9,651.5,852.3,1703.4
"40318_at","AI810807","DYNC1I1","dynein, cytoplasmic 1, intermediate chain 1",7,58.7,14.5,632.3,36.2,13.1,139.8,13.4,133.7,4.4,77.6,128.5,8,6.4,8.9
"40319_at","H05552","DYNC1I1","dynein, cytoplasmic 1, intermediate chain 1",7,61.2,238.4,252.7,115.4,932.4,906.5,157.1,68.7,183.3,55.8,33.1,184.2,60.2,109.3
"40320_at","AF000367","CDC14A","CDC14 cell division cycle 14 homolog A (S. cerevisiae)",1,39.2,73.4,61.7,44.6,182.4,195.7,12.9,46.5,62.6,90.2,4.5,95.1,40.4,48.3
"40321_at","AB012701","IL1RL1","interleukin 1 receptor-like 1",2,18.3,470.7,875,50.5,421.8,201.1,295,6.6,56.3,35.1,65.7,19.8,12.8,148
"40322_at","D12763","IL1RL1","interleukin 1 receptor-like 1",2,220.2,1541.2,1271.3,807.9,1736,2009,1286.9,250.8,281.4,356.4,348.3,937.7,144.4,347.4
"40323_at","D84276","CD38","CD38 molecule",4,12.3,207.5,115.1,13.2,203.4,129.1,338.9,13.7,21.2,8,11.1,36.6,5.6,25.4
"40324_r_at","AF070585","TOP3B","topoisomerase (DNA) III beta",22,194.6,744.7,561.4,458.2,1648,1195.3,1337,85.8,226.5,146.3,231.4,607.7,422.1,509.2
"40325_at","AB014460","NTHL1","nth endonuclease III-like 1 (E. coli)",16,896.8,240.8,145.1,2825.8,240.7,217.2,752.3,1708.5,479.7,434.6,962.2,877.2,970.9,1218.8
"40326_at","M58583","CBLN1","cerebellin 1 precursor",16,17.2,313.9,235.4,240.3,450.8,320.6,67.3,77.3,28.7,61.4,114.8,154.3,28.9,243.3
"40327_at","U57052","HOXB13","homeobox B13",17,876,1033.3,905.1,1357.1,828.7,1131.2,634.6,539.6,1684.6,1379.6,734.3,222.1,1157.9,977.4
"40328_at","X99268","TWIST1","twist homolog 1 (Drosophila)",7,789.9,162.6,295.4,595.2,360.1,66.3,214,871.1,7.5,363.3,673.7,10.1,361.8,3276.5
"40329_at","AL031228","NA","NA","NA",409.8,79.3,199.2,1163.3,235.4,92.4,266.6,957.2,667.9,675.1,768.5,304.9,388.1,495.6
"40330_at","AL050031","PLCE1","phospholipase C, epsilon 1",10,103.4,168.9,137.9,31,31.4,27.4,50.3,34.9,34.7,85.6,7.3,354.4,86.2,61.6
"40331_at","AF035819","MARCO","macrophage receptor with collagenous structure",2,37,71.2,861.4,43.6,87,55.6,80.7,12.2,29.8,16.5,175.3,2261.1,16.2,39
"40332_at","AF109134","OGFR","opioid growth factor receptor",20,1138.4,1440.9,1074.4,1571.1,308.3,1344.3,1519.5,834.2,447,940.9,570.4,1100.6,1467.7,737.6
"40333_at","U43842","BMP4","bone morphogenetic protein 4",14,22.8,470.8,534.3,72,388.7,352.2,562,36.7,56.5,67,14.1,147.5,7.1,21.7
"40334_at","M85085","CSTF2","cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa","X",294,232.5,622.4,488.5,233.9,237.6,202.7,191.6,159.3,99.6,48.6,169.6,208.9,254.1
"40335_at","AF052117","CLCN4","chloride channel 4","X",76.5,33.5,145.8,15,33.4,38.5,83.3,10.2,6,159.2,76.6,119.7,10.4,13.3
"40336_at","J03826","FDXR","ferredoxin reductase",17,1449.9,1158.3,4141.2,3303.5,1321.8,1040.3,1042.8,766.9,824.7,1512,2037.8,557.3,1439.4,553.6
"40337_at","M35531","FUT1","fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)",19,323.3,1312.6,1311.5,450,1514.6,1268.7,1163.2,285.6,319.7,223.6,293.8,426.8,313.5,365.4
"40338_at","U52827","NA","NA","NA",155.1,1078.8,943,158.3,1938.2,743.1,516.2,78.8,179.4,60.6,242.6,349.7,161.3,53.4
"40339_at","U95367","GABRP","gamma-aminobutyric acid (GABA) A receptor, pi",5,51.8,666.3,496,71.5,485.1,182.2,397.1,77.6,47.3,43.7,58.1,132,47.4,87.4
"40340_at","AL050201","C6orf162","chromosome 6 open reading frame 162",6,71.1,171.3,36.4,12.5,464.9,247,228.6,79.3,137.7,94.8,7.6,54.4,70.5,142.9
"40341_at","AL080088","TMEM186","transmembrane protein 186",16,220.1,42.2,593.3,107.2,65.8,72.8,89.8,232,280.4,148.4,192.9,72.2,218.9,184.2
"40342_at","U66077","NA","NA","NA",73.9,210.8,961.7,129,111.3,65.5,382.1,79.6,385.9,35.3,82.2,30.1,35.4,101.5
"40343_at","AJ005814","FAM36A","family with sequence similarity 36, member A",1,106.9,264.8,77.2,37.7,375,223.1,406.6,8.4,18.9,27.5,30.2,67.9,132.6,147.9
"40344_at","AB028993","NLGN1","neuroligin 1",3,38.1,27.3,133.2,31,330.1,456.6,258.1,6,26.6,21.7,14.3,57.8,23.6,6.3
"40345_at","U20180","IREB2","iron-responsive element binding protein 2",15,12.1,34.3,55.5,27.8,24.9,119.4,17.8,6.4,30.8,6.4,3,6.5,3.2,10.7
"40346_at","AB011146","FAM189A1","family with sequence similarity 189, member A1",15,17.6,115.5,126.1,83,50.9,51.9,35.5,6.2,7.5,5.4,26.9,29.4,8.7,41.9
"40347_at","AA913812","ANP32E","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",1,525.2,461,793.5,310.1,614,1163.5,515.2,600.7,389.2,353.9,318.2,359.8,572.5,494.3
"40348_s_at","W25866","ANP32E","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",1,140.8,375.1,516.1,179.6,526,566.4,94.7,272.3,481.6,243.4,138.8,227.6,328.5,497.2
"40349_at","AL049442","CBR4","carbonyl reductase 4",4,833,329.5,509.5,832.2,304,461.8,305.8,268.2,1175.4,1392.2,838.4,643.2,571.6,594.6
"40350_at","AB009672","ADAM23","ADAM metallopeptidase domain 23",2,4,59.3,66.9,52.1,61.3,198.8,80.5,6.6,5.6,9.2,13.6,145.3,18.5,18.5
"40351_at","M31328","GNB3","guanine nucleotide binding protein (G protein), beta polypeptide 3",12,180.1,257.2,318.8,313.8,197.1,158.7,156.4,158.7,154,222.4,56.2,46.6,74.1,58.4
"40352_at","AF060862","YPEL1","yippee-like 1 (Drosophila)",22,128.7,127.7,265.3,78.5,146.8,86.3,87.1,182.8,21.8,95.6,132.5,44.1,70.1,102.5
"40353_at","AL049962","DPY19L4","dpy-19-like 4 (C. elegans)",8,379.6,449.8,354.8,269.5,1279.5,1051.5,471.7,568.4,1175.8,1410.1,392.4,274.1,672.7,1741.1
"40354_at","AB023421","HSPA4L","heat shock 70kDa protein 4-like",4,108.6,155.9,24.2,207.9,309,488.3,195,128.4,53.4,251.8,5.3,138.8,93.8,95.8
"40355_at","AJ006266","WDHD1","WD repeat and HMG-box DNA binding protein 1",14,133.9,138.9,168.6,256.9,315.7,166.5,30.9,125.6,72.1,48.4,170.8,133.9,128,160.5
"40356_at","AB026833","CLCA2","chloride channel accessory 2",1,68.4,120.6,237.7,429.3,229.1,24.7,112.9,4.4,4.1,1.4,7.7,38.5,51.9,41.8
"40357_at","J03634","INHBA","inhibin, beta A",7,48.5,458.3,209.6,272.6,493.3,342.9,338.7,39.9,95.6,70.4,62,116.5,52.6,180.5
"40358_at","M57609","GLI3","GLI family zinc finger 3",7,55.6,356,91.5,33.3,286.9,261,129.5,9.8,15.8,17.7,23.7,59.2,17.3,67
"40359_at","M91083","RASSF7","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7",11,2610.7,4030.6,1450.3,2630.1,4394.7,3196.3,3767.4,1387.2,1548.3,929.7,3280.4,2660.9,1412,1631.7
"40360_at","X12458","SLC10A3","solute carrier family 10 (sodium/bile acid cotransporter family), member 3","X",587.6,1202.6,968.4,522.3,1907.8,1364.7,1325.7,439.6,542,852.7,905.3,861.6,960,1294.8
"40361_at","D78333","CCT6B","chaperonin containing TCP1, subunit 6B (zeta 2)",17,174.1,32.3,338.2,617.4,270,52.4,43.9,46.4,54.3,88,165.5,136.3,110.2,128.5
"40362_at","X61498","NFKB2","nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)",10,162.4,120.7,748,543.3,57.6,100.3,110,210.4,307.8,190.7,300,318.8,303.9,359.6
"40363_r_at","U09609","NFKB2","nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)",10,38.8,82.5,203.9,83.1,772.3,526.3,278.1,53.1,38.3,37.4,69.6,104.3,37.9,215.3
"40364_at","U83460","SLC31A1","solute carrier family 31 (copper transporters), member 1",9,113.1,265,973.7,115.6,287.9,437.3,247.8,507.8,105.8,389.2,338.8,324.6,225.6,201.4
"40365_at","M63904","GNA15","guanine nucleotide binding protein (G protein), alpha 15 (Gq class)",19,170.9,968.3,1360.8,120.9,864.4,762.4,978.4,333.6,120,184.1,616,798,211.3,296.4
"40366_at","M25322","SELP","selectin P (granule membrane protein 140kDa, antigen CD62)",1,47.5,331.1,869.1,388.3,249.2,372.7,249.8,51.5,16,126,71.3,437.7,12.7,49.8
"40367_at","M22489","BMP2","bone morphogenetic protein 2",20,14.1,85.8,324.5,17.5,93.4,62.6,181.8,3.9,13.2,9.5,8.4,383.4,17.4,185.6
"40368_r_at","J05158","CPN2","carboxypeptidase N, polypeptide 2",3,2.8,29.3,217,8.1,22.6,5.1,11.2,0.6,1.8,0.6,3.8,2.7,1,4.4
"40369_f_at","X17273","HLA-G","major histocompatibility complex, class I, G",6,1367.6,906.8,538.2,2117,161.3,787.6,1211.8,1567.9,1348.4,1549.7,3324,2379.3,3735.1,1771.4
"40370_f_at","M90683","HLA-G","major histocompatibility complex, class I, G",6,646.9,445.2,165.1,608.4,418.2,92.1,1133.2,868.3,756.6,803.2,2009.4,1857.5,3679.7,1441.1
"40371_at","X51362","DRD2","dopamine receptor D2",11,225.4,1486.8,1238.3,200.9,2302.2,1977.5,2642.5,462.7,387,355.3,262.4,391.3,329.4,755.8
"40372_at","M93283","PNLIPRP1","pancreatic lipase-related protein 1",10,16.2,366.6,873.3,147.8,507.4,514.1,185.8,46.6,24.8,10.8,83.8,106.1,46.2,107.6
"40373_at","K03203","NA","NA","NA",177.3,47,110,323.7,412.9,274.4,249,88.9,28.3,53.3,104,77.5,41.1,159.6
"40374_at","X83703","ANKRD1","ankyrin repeat domain 1 (cardiac muscle)",10,12.4,268.5,35.3,64.7,92.7,64.1,65.1,13.2,4.4,638.5,20.1,44.7,6.2,19.8
"40375_at","X63741","EGR3","early growth response 3",8,104.3,251.9,73.6,37,631.6,255.4,277.1,123.2,501.1,109.3,70.6,448,73.4,36.8
"40376_at","X83573","ARSE","arylsulfatase E (chondrodysplasia punctata 1)","X",516.2,1702.5,4069.9,1099.1,1869.5,1007.1,1354.3,491.7,588.8,387,548.4,620.7,306.2,594.3
"40377_at","AB014582","RBM19","RNA binding motif protein 19",12,633.5,69.8,588.4,274.9,558.6,302.5,246.3,366.8,1427.2,496.2,663.9,211.5,495.5,359.1
"40378_at","AF036268","SH3GL2","SH3-domain GRB2-like 2",9,7.9,193.7,67.6,128.9,399.7,325,239.6,32.3,23.4,38.2,7.5,85.6,22.2,23.5
"40379_at","J02625","CYP2E1","cytochrome P450, family 2, subfamily E, polypeptide 1",10,152.6,671.5,781.3,471.9,963.3,530.3,579.1,151.4,345.8,253.8,145.9,484,144.3,228.1
"40380_at","M62843","ELAVL4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",1,41.2,180.9,784.7,18.6,135.1,22.7,36.4,64.2,58.4,4.8,39.6,11.7,3,7.4
"40381_at","AB023189","ZNF510","zinc finger protein 510",9,82.7,462,1219.2,84.7,580.6,114,437.8,148.2,209,114,148.5,149.4,139.8,107.7
"40382_at","V00571","CRH","corticotropin releasing hormone",8,45.6,151.1,176.2,73.9,469.4,224.8,197.6,67.3,31,9.4,13.8,37,24.6,142.8
"40383_at","AB023200","THOC5","THO complex 5",22,1.5,130.7,611.4,13.6,165.7,58.1,42.6,6.6,9.6,3.2,3,20.3,2,5.5
"40384_at","AF023674","NPHP1","nephronophthisis 1 (juvenile)",2,81.7,183.9,283.4,258.8,535.4,65.1,195.6,55.9,31.3,48.9,45.3,49.6,19.5,75
"40385_at","U64197","CCL20","chemokine (C-C motif) ligand 20",2,70.4,187.1,152.9,99.2,451.5,290.1,127.5,117.1,4.2,11.5,8.2,152.3,2.2,9.6
"40386_r_at","M96956","NA","NA","NA",85.3,225.9,203,194,461.7,221.8,442.2,43.4,23.6,40.4,40,74.8,43.3,146.2
"40387_at","U80811","LPAR1","lysophosphatidic acid receptor 1",9,245.3,15.1,56.1,11.2,51.4,197.2,64.9,99.6,4.9,3.3,226.4,43.8,16.2,510.2
"40388_at","AB000277","DLGAP1","discs, large (Drosophila) homolog-associated protein 1",18,169.1,67.3,836.9,683.1,167.7,48.5,265.1,98.3,159.3,45.7,28.5,228.6,256.9,132.6
"40389_at","U49082","SLC38A3","solute carrier family 38, member 3",3,59.6,532.7,700.3,318.1,414.1,463.9,199.3,47.7,35.4,31.1,40.3,204.8,44,55.4
"40390_at","J05037","SDS","serine dehydratase",12,115.1,520,605.4,19.5,730.3,360.3,92.2,144.4,83.9,142.4,143.3,34.1,87.3,171.7
"40391_at","AB007448","SLC22A4","solute carrier family 22 (organic cation/ergothioneine transporter), member 4",5,52.8,149.5,263.6,395.2,71.3,53,47.5,56.3,27.1,37.9,87.1,256.4,70.3,135.1
"40392_at","U51096","CDX2","caudal type homeobox 2",13,35.6,483.4,723.8,167.4,172.3,147.2,620.8,31.3,20.9,51.3,38.1,374.9,97.5,53.2
"40393_at","M74297","HOXA4","homeobox A4",7,9.2,31.1,528.6,15.2,33.5,11.9,9.4,2.7,3.1,1.8,6.5,6.9,3.2,6.3
"40394_at","L17128","GGCX","gamma-glutamyl carboxylase",2,223.9,203.8,318.4,87.4,270.7,90.5,59.9,251.6,70.3,125.2,37.9,46,165.6,231.2
"40395_at","AB007932","PLXNA2","plexin A2",1,424.2,837.8,754.6,732.4,532.7,1268.3,625.8,214.3,207.1,421.9,245.7,921,157.3,301
"40396_at","U49395","P2RX5","purinergic receptor P2X, ligand-gated ion channel, 5",17,1978,1710.5,522.6,852.4,2282.1,1324.1,1090.5,277.5,615.5,598.4,415.9,443.5,567.8,677.4
"40397_at","X82629","MEOX2","mesenchyme homeobox 2",7,6.7,79.8,407.1,48.7,56.3,75.5,260.4,9.9,5.9,27.3,10.8,91.1,7.8,90.1
"40398_s_at","AI743406","MEOX2","mesenchyme homeobox 2",7,85.8,7.7,461.9,10,183.8,169.9,153.4,32.6,3.9,1119.3,107.6,143.5,5.2,123.6
"40399_r_at","AI743406","MEOX2","mesenchyme homeobox 2",7,351.8,830.7,715.8,646.5,1419.4,1298.6,872.9,195.1,150.8,567.9,184.4,275.8,178,320.6
"403_s_at","X69878","FLT4","fms-related tyrosine kinase 4",5,32.7,122.9,69.7,133.9,247,83.7,104.9,108.8,110.8,17.8,36.1,57.4,34.6,17.8
"40400_at","L22214","ADORA1","adenosine A1 receptor",1,182.4,655.2,855.1,168.2,637.8,133.4,343.8,124.6,101.9,120.8,34.4,135.6,38.4,118.6
"40401_at","AL050069","DOK5","docking protein 5",20,116.5,494.6,176.6,30,1471.7,842.6,767.5,99.9,177.4,227.8,31.8,135.2,47,262.2
"40402_at","X91117","SLC6A2","solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",16,190.2,978.8,628.6,436.3,1599.2,1192.9,983,239.7,266.3,173.4,233.9,319.1,195.1,375.7
"40403_at","Z97171","MYOC","myocilin, trabecular meshwork inducible glucocorticoid response",1,41.1,162.2,62.7,149.8,145.3,467.5,300.7,40.6,9.6,57,35.6,188.6,10.2,19.5
"40404_s_at","U18291","CDC16","cell division cycle 16 homolog (S. cerevisiae)",13,1700.5,497.8,532,629.8,692.1,673,544.2,1341.3,1926.2,2263.2,1121.1,817.3,1688.8,2037.4
"40405_at","X70991","NAB2","NGFI-A binding protein 2 (EGR1 binding protein 2)",12,1347.7,1307.9,351,1374,475.6,1274.8,2309.2,920.5,1323.7,1080.5,1083.2,896.9,1739,3004.7
"40406_at","U28055","MST1P9","macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 9",1,243.2,504.8,37.9,48.3,988.5,800.5,733.7,103.9,78.7,57.1,93,764.5,124.6,195.4
"40407_at","U28386","KPNA2","karyopherin alpha 2 (RAG cohort 1, importin alpha 1)",17,388.3,81.3,142.2,427.3,46.5,157.4,161.2,3250,636.4,762.5,775.1,166.6,475.4,1028.5
"40408_at","L06845","CARS","cysteinyl-tRNA synthetase",11,2200.7,981.2,1553.6,1237.9,249.9,1512,1332.6,1433.4,985.5,1189.9,2714.8,1565,1451.1,1906.8
"40409_at","U46689","ALDH3A2","aldehyde dehydrogenase 3 family, member A2",17,801.8,274.4,701.4,677.3,92.2,350.5,207.7,729.6,679,616,526.9,1413.7,555.3,768.9
"40410_at","W26651","DCTN3","dynactin 3 (p22)",9,887.3,291.5,177.3,432.4,573.2,504.9,652.4,1485.2,940.7,415,827.8,645.6,1143.8,1484.2
"40411_at","D80003","NCOA6","nuclear receptor coactivator 6",20,417.5,443,177.7,182.2,430.7,554,542.6,592.6,1003.7,738.8,363.2,396.7,803.7,968.5
"40412_at","AA203476","PTTG1","pituitary tumor-transforming 1",5,544.6,270.7,107.9,90.9,222.5,112.4,525.2,1683.1,180,228.2,1137.6,202.6,358.2,1637.8
"40413_at","U18321","DAP3","death associated protein 3",1,65.4,84.8,22.5,33.6,46.8,438.4,159.5,57.6,68.7,16.7,11.9,88.2,120,140.8
"40414_at","X59303","VARS","valyl-tRNA synthetase",6,1081.7,1218.6,646.3,4251.3,980.7,1997.5,1951.1,2263.3,1489,1422,1634.1,1410.2,1556.6,2101.4
"40415_at","X14813","ACAA1","acetyl-CoA acyltransferase 1",3,412.1,117.3,294.1,110.3,229.4,87.7,195.1,592.2,995,918.2,1051.4,907.8,719.2,1193.8
"40416_at","U04847","SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",22,925.2,1295.4,126.5,1227.5,305.5,1146.6,1222.3,1155.5,641.7,614.3,713.9,538.2,781.3,902.8
"40417_at","D43950","CCT5","chaperonin containing TCP1, subunit 5 (epsilon)",5,855.3,549.9,436.9,361.7,62.8,336.5,290.5,1447.9,1713.6,1852.3,874.9,778.7,1215.8,2171.6
"40418_at","X74262","RBBP4","retinoblastoma binding protein 4",1,522.1,354,155.1,646.2,88.3,201.8,61.4,647.5,521.5,648,220.1,248,322.6,379.6
"40419_at","X85116","STOM","stomatin",9,2157.8,3956,2063,3623.9,1833.6,1848.2,4483.6,1349,1583.5,4374.9,2954.6,12952.2,1692.8,2508.6
"40420_at","AB015718","STK10","serine/threonine kinase 10",5,307.6,1151,585.1,530,1501.1,1178.8,1053.6,404.3,272.1,375.6,402.5,610.7,204.4,459.3
"40421_at","U49070","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1",19,1648.5,808.5,674.6,6187,76.7,767.4,1377.2,1219.7,1175.5,1046.4,1513.8,1472,1408.8,1284.3
"40422_at","X16302","IGFBP2","insulin-like growth factor binding protein 2, 36kDa",2,1021.2,231.7,95.4,645.3,458,426,292.4,2734.9,1619.8,256.7,1308.1,471.9,137.9,1174
"40423_at","AB020710","EHBP1","EH domain binding protein 1",2,575.9,413.9,148.5,492,973.9,409.3,482.7,627.2,781,1091.3,320.4,749.8,486.9,665.5
"40424_at","AI017935","PROSC","proline synthetase co-transcribed homolog (bacterial)",8,56,177.2,55.8,160.6,404.9,366.9,274.2,171.5,276.1,77.5,82.1,257.1,600.5,405.3
"40425_at","M57730","EFNA1","ephrin-A1",1,941.1,96.2,95.8,52.4,64.2,50.5,59.8,732.7,33.3,480.8,420.6,3973.8,470.4,311.2
"40426_at","X89985","BCL7B","B-cell CLL/lymphoma 7B",7,404.3,801,123.8,631.2,1505,674.9,840.1,534,686.7,1080.7,765.3,1236.1,952.6,484.1
"40427_at","AA149486","COX17","COX17 cytochrome c oxidase assembly homolog (S. cerevisiae)",3,277,229.1,102.6,213.3,34.2,315.4,227.4,876.2,333.4,791.7,422.4,705.7,251.1,644.6
"40428_i_at","AW043812","NA","NA","NA",12.2,265.3,58.6,33.9,1031.3,2119.5,2737.1,5.4,36.4,3.1,3.7,407.2,147.5,176.1
"40429_r_at","AW043812","NA","NA","NA",11.6,52,104.9,27.1,753.9,309.4,708.5,4.5,19.9,2,9.3,40.3,38.5,9.2
"40430_at","AI792974","NA","NA","NA",5.9,445.2,1751.7,256.5,814,586.9,514,56.9,29.5,31,60.9,118.6,60.6,120.3
"40431_at","AB007891","ATMIN","ATM interactor",16,283.4,144.8,52.4,107.3,25.6,29.6,359.1,366.9,376.3,500.4,187,209.5,307.5,168.4
